type,log
memcached,"{""timestamp"":""2026-08-04T14:57:02.184Z"",""level"":""info"",""event"":""get"",""key"":""invoices:acct:8812:page:1"",""hit"":true,""bytes"":18412,""client"":""10.32.14.87:48122"",""conn_id"":4182,""server"":""memcached-prod-01"",""version"":""1.6.29"",""cmd_get"":881204719,""get_hits"":842119304,""curr_connections"":214,""threads"":8}"
memcached,"{""time"":1783156879,""host"":""prod-mc-03"",""level"":""warn"",""event"":""eviction_pressure"",""message"":""server error: out of memory storing object"",""command"":""set"",""key"":""frag:orders:8814"",""key_len"":18,""bytes"":1048576,""client"":""10.44.7.19:41822"",""conn_id"":8814,""curr_connections"":1042,""limit_maxbytes"":4294967296,""bytes_used"":4294901760,""evictions"":4418822,""get_misses"":118442,""threads"":8,""version"":""1.6.29""}"
micronaut,"{""@timestamp"":""2026-08-04T16:08:31.402+00:00"",""level"":""INFO"",""logger_name"":""io.acme.orders.OrderController"",""thread_name"":""default-nioEventLoopGroup-1-6"",""message"":""Order ORD-4182739 accepted for account 8812"",""level_value"":20000,""traceId"":""4182739046512837410a1b2c3d4e5f60"",""spanId"":""8827104651283741"",""micronaut_env"":""prod"",""application"":""orders-service"",""host"":""orders-service-8b7c9d4f6-pk2xk"",""orderId"":""ORD-4182739"",""accountId"":8812,""durationMs"":88.42}"
micronaut,"{""@timestamp"":""2026-07-26T09:14:02.771Z"",""level"":""ERROR"",""logger"":""io.micronaut.http.server.RouteExecutor"",""thread"":""default-nioEventLoopGroup-1-7"",""message"":""Unexpected error occurred: Read Timeout"",""application"":""inventory-api"",""exception"":{""class"":""io.micronaut.http.client.exceptions.ReadTimeoutException"",""message"":""Read Timeout"",""stackTrace"":[""io.micronaut.http.client.netty.DefaultHttpClient$11.exceptionCaught(DefaultHttpClient.java:2118)""]},""httpMethod"":""GET"",""httpPath"":""/v1/inventory/SKU-4471"",""httpStatus"":500,""clientAddress"":""10.244.1.19"",""traceId"":""4418822109337201884b1c9d43e02a4f18"",""spanId"":""1184472109337201"",""durationMs"":10002,""downstreamService"":""warehouse-api"",""pod"":""inventory-5c8d9f7b64-mn2wq""}"
microsoft-365,"{""CreationTime"":""2026-08-04T15:41:02"",""Id"":""9c1e7f3a-2b84-5d06-71ab-34cd82ef5091"",""Operation"":""FileDownloaded"",""OrganizationId"":""9182736450192837465"",""RecordType"":6,""UserKey"":""i:0h.f|membership|1003200418273904@live.com"",""UserType"":0,""Version"":1,""Workload"":""SharePoint"",""ClientIP"":""203.0.113.47"",""ObjectId"":""https://acme.sharepoint.com/sites/platform/Shared Documents/q3-capacity-plan.xlsx"",""UserId"":""priya.raghavan@acme.io"",""CorrelationId"":""7c3a91fb-d2e8-4650-9a1b-7c8d9e0f1a2b"",""EventSource"":""SharePoint"",""ItemType"":""File"",""ListId"":""3f81c7a2-9d64-4e0b-8a15-2c7be93df401"",""ListItemUniqueId"":""a71f3c9d-4b28-5e06-9c13-7fd824ab5e30"",""Site"":""c1d84f2e-7b93-4a16-9f0c-3e5d81aa4b62"",""SourceFileExtension"":""xlsx"",""SourceFileName"":""q3-capacity-plan.xlsx"",""SourceRelativeUrl"":""Shared Documents"",""UserAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/128.0.0.0"",""ResultStatus"":""Succeeded""}"
microsoft-365,"{""CreationTime"":""2026-07-26T09:14:02"",""Id"":""9f81c3ad-2b74-e560-a1c7-d2b4e9f0a51c"",""Operation"":""New-InboxRule"",""OrganizationId"":""c02f4b19-8d37-4a05-b1e6-92cd7a3f0518"",""RecordType"":1,""ResultStatus"":""True"",""UserKey"":""10032004418822109"",""UserType"":2,""Version"":1,""Workload"":""Exchange"",""ClientIP"":""91.219.238.11"",""ObjectId"":""priya.raghavan"",""UserId"":""priya.raghavan@example.net"",""ExternalAccess"":false,""OriginatingServer"":""DM6PR04MB4471 (15.20.7784.000)"",""Parameters"":[{""Name"":""AlwaysDeleteOutlookRulesBlob"",""Value"":""False""},{""Name"":""Force"",""Value"":""False""},{""Name"":""MoveToFolder"",""Value"":""RSS Subscriptions""},{""Name"":""Name"",""Value"":""...""},{""Name"":""SubjectOrBodyContainsWords"",""Value"":""invoice;wire;payment;password""},{""Name"":""MarkAsRead"",""Value"":""True""},{""Name"":""StopProcessingRules"",""Value"":""True""}],""AppId"":""c44b4083-3bb0-49c1-b47d-974e53cbdf3c"",""AppPoolName"":""Exchange"",""ClientAppId"":""c44b4083-3bb0-49c1-b47d-974e53cbdf3c"",""AlertId"":""441882210-9f81c3ad"",""AlertType"":""Custom"",""Severity"":""High"",""Comments"":""Suspicious inbox rule creation - possible BEC""}"
microsoft-defender-endpoint,"{""AlertId"":""da9c1e7f3a2b845d0671ab34cd82ef5091_1"",""IncidentId"":41827,""Timestamp"":""2026-08-04T15:11:31.4028410Z"",""Title"":""Suspicious PowerShell command line"",""Category"":""Execution"",""Severity"":""Low"",""Status"":""Resolved"",""Classification"":""BenignPositive"",""Determination"":""SecurityTesting"",""DetectionSource"":""WindowsDefenderAtp"",""ThreatFamilyName"":null,""MachineId"":""9c1e7f3a2b845d0671ab34cd82ef50918f2a1c4d"",""ComputerDnsName"":""win-portal-04.acme.io"",""Evidence"":[{""entityType"":""Process"",""fileName"":""powershell.exe"",""filePath"":""C:\\Windows\\System32\\WindowsPowerShell\\v1.0"",""processId"":8412,""processCommandLine"":""powershell.exe -NoProfile -Command Get-LocalUser"",""sha256"":""7f3a91fbd2e846509a1b7c8d9e0f1a2b3c4d5e6f7081920a1b2c3d4e5f607182"",""accountName"":""svc_portal"",""domainName"":""ACME""}],""AssignedTo"":""soc@acme.io"",""ResolvedTime"":""2026-08-04T15:14:02.1180000Z"",""TenantId"":""9182736450192837465"",""MitreTechniques"":[""T1059.001""]}"
microsoft-defender-endpoint,"{""Timestamp"":""2026-07-20T02:41:18.1172210Z"",""DeviceId"":""c41b7e285d904a138f669e2c0473ab55aabbccdd"",""DeviceName"":""prod-win-app-04.corp.example.net"",""ActionType"":""AntivirusDetection"",""AlertId"":""da884471029337201884_-1184472109"",""Title"":""Suspicious 'Mimikatz' behavior was blocked"",""Category"":""CredentialAccess"",""Severity"":""High"",""DetectionSource"":""AntivirusNetworkProtection"",""ThreatName"":""HackTool:Win32/Mimikatz.D!attk"",""RemediationAction"":""Blocked"",""AccountDomain"":""CORP"",""AccountName"":""svc_backup"",""AccountSid"":""S-1-5-21-4418822109-337201884-1184472109-3417"",""InitiatingProcessFileName"":""rundll32.exe"",""InitiatingProcessCommandLine"":""rundll32.exe comsvcs.dll MiniDump 712 C:\\Temp\\out.dmp full"",""InitiatingProcessId"":7412,""InitiatingProcessSHA256"":""3f81c9a47b204d168e53cc10a7b29d641ab7c052e1f7a92c8b404d3591ac6b70"",""InitiatingProcessParentFileName"":""cmd.exe"",""FileName"":""out.dmp"",""FolderPath"":""C:\\Temp"",""SHA1"":""9f81c3ad2b74e560a1c7d2b4e9f0a51c3d8e7b62"",""ProcessCommandLine"":null,""ReportId"":441882210,""MachineGroup"":""Servers - Prod"",""LoggedOnUsers"":""[{\""UserName\"":\""svc_backup\"",\""DomainName\"":\""CORP\""}]""}"
microsoft-intune,"{""time"":""2026-08-04T15:52:02.1840000Z"",""tenantId"":""9182736450192837465"",""operationName"":""DeviceComplianceStateChange"",""category"":""DeviceComplianceOrg"",""resultType"":""Success"",""properties"":{""DeviceId"":""9c1e7f3a-2b84-5d06-71ab-34cd82ef5091"",""DeviceName"":""WIN-MFELD-01"",""UPN"":""marcus.feld@acme.io"",""UserId"":""3f81c7a2-9d64-4e0b-8a15-2c7be93df401"",""ComplianceState"":""Compliant"",""PreviousComplianceState"":""NotEvaluated"",""OS"":""Windows"",""OSVersion"":""10.0.26100.1742"",""DeviceType"":""WindowsRT"",""ManagementAgents"":""MDM"",""OwnerType"":""Company"",""EnrollmentType"":""AzureADJoined"",""JoinType"":""AzureADJoined"",""LastContact"":""2026-08-04T15:51:44Z"",""PolicyId"":""7c3a91fb-d2e8-4650-9a1b-7c8d9e0f1a2b"",""PolicyName"":""Corp Windows Baseline"",""IsEncrypted"":true,""IsSupervised"":false}}"
microsoft-intune,"{""time"":""2026-07-26T09:14:02.7719330Z"",""resourceId"":""/tenants/c02f4b19-8d37-4a05-b1e6-92cd7a3f0518/providers/Microsoft.Intune"",""operationName"":""DeviceComplianceStateChange"",""category"":""DeviceComplianceOrg"",""tenantId"":""c02f4b19-8d37-4a05-b1e6-92cd7a3f0518"",""properties"":{""DeviceId"":""9f81c3ad-2b74-e560-a1c7-d2b4e9f0a51c"",""DeviceName"":""CONTRACTOR-LAPTOP"",""IntuneDeviceId"":""c41b7e28-5d90-4a13-8f66-9e2c0473ab55"",""AadDeviceId"":""a7f19c4b-2d80-4e35-91ac-6b70e2d3f581"",""UPN"":""contractor@example.net"",""UserId"":""3f81c9a4-7b20-4d16-8e53-cc10a7b29d64"",""ComplianceState"":""NonCompliant"",""PreviousComplianceState"":""Compliant"",""OS"":""Windows"",""OSVersion"":""10.0.19045.4651"",""DeviceType"":""WindowsRT"",""OwnerType"":""Personal"",""ManagementAgent"":""MDM"",""LastContact"":""2026-07-25T18:02:11.0000000Z"",""PolicyName"":""Windows - Baseline Compliance"",""NonCompliantSettings"":[{""SettingName"":""BitLockerEnabled"",""SettingValue"":""False"",""ErrorCode"":-2016281112},{""SettingName"":""DefenderRealtimeProtectionEnabled"",""SettingValue"":""False"",""ErrorCode"":0}],""GracePeriodExpiration"":""2026-07-29T00:00:00.0000000Z"",""RetireAfterDatetime"":null}}"
microsoft-teams,"{""time"":""2026-08-04T15:37:02.1840000Z"",""operation"":""MessageSent"",""recordType"":25,""userId"":""marcus.feld@acme.io"",""userKey"":""3f81c7a2-9d64-4e0b-8a15-2c7be93df401"",""organizationId"":""9182736450192837465"",""workload"":""MicrosoftTeams"",""clientIP"":""203.0.113.47"",""id"":""c1d84f2e-7b93-4a16-9f0c-3e5d81aa4b62"",""creationTime"":""2026-08-04T15:37:02"",""resultStatus"":""Succeeded"",""userType"":0,""version"":1,""ChatThreadId"":""19:9c1e7f3a2b845d0671ab34cd82ef5091@thread.tacv2"",""CommunicationType"":""Channel"",""TeamName"":""Platform Engineering"",""ChannelName"":""incidents"",""ChannelGuid"":""7c3a91fb-d2e8-4650-9a1b-7c8d9e0f1a2b"",""MessageId"":""1786036622184"",""ItemName"":""message"",""AADGroupId"":""a71f3c9d-4b28-5e06-9c13-7fd824ab5e30"",""ExtraProperties"":[{""Key"":""ThreadType"",""Value"":""topic""}]}"
microsoft-teams,"{""CreationTime"":""2026-07-26T09:14:02"",""Id"":""9f81c3ad-2b74-e560-a1c7-d2b4e9f0a51c"",""Operation"":""MemberAdded"",""OrganizationId"":""c02f4b19-8d37-4a05-b1e6-92cd7a3f0518"",""RecordType"":25,""ResultStatus"":""Failed"",""UserKey"":""10032004418822109"",""UserType"":0,""Version"":1,""Workload"":""MicrosoftTeams"",""ClientIP"":""91.219.238.11"",""ObjectId"":""19:9f81c3ad2b74e560a1c7d2b4e9f0a51c@thread.tacv2"",""UserId"":""priya.raghavan@example.net"",""AADGroupId"":""7b1c9d43-e02a-4f18-9c56-2ab7d0148e39"",""ChannelGuid"":""c41b7e28-5d90-4a13-8f66-9e2c0473ab55"",""ChannelName"":""Security Incidents"",""TeamName"":""SecOps"",""TeamGuid"":""a7f19c4b-2d80-4e35-91ac-6b70e2d3f581"",""Members"":[{""UPN"":""contractor@example.net"",""Role"":1,""DisplayName"":""Contractor Dev""}],""ExtraProperties"":[{""Key"":""FailureReason"",""Value"":""GuestAccessBlockedBySensitivityLabel""},{""Key"":""SensitivityLabel"",""Value"":""Highly Confidential""}]}"
mobileiron,"{""timestamp"":""2026-08-04T15:53:31.402Z"",""eventType"":""DEVICE_CHECKIN"",""deviceId"":""9c1e7f3a-2b84-5d06-71ab-34cd82ef5091"",""deviceUuid"":""3f81c7a2-9d64-4e0b-8a15-2c7be93df401"",""userId"":""marcus.feld@acme.io"",""userDisplayName"":""Marcus Feld"",""platform"":""Android"",""osVersion"":""15"",""manufacturer"":""Google"",""model"":""Pixel 9 Pro"",""imei"":""354182739046512"",""registrationState"":""ACTIVE"",""complianceState"":""COMPLIANT"",""quarantined"":false,""lastCheckin"":""2026-08-04T15:53:28.104Z"",""spaceName"":""Global"",""clientVersion"":""12.4.0"",""ipAddress"":""10.1.42.211"",""policyViolations"":[],""appCount"":42,""encrypted"":true}"
mobileiron,"{""timestamp"":""2026-07-26T09:14:02.771Z"",""eventType"":""POLICY_VIOLATION"",""severity"":""WARNING"",""tenantId"":""4418822"",""spaceName"":""Global"",""deviceUuid"":""9f81c3ad-2b74-e560-a1c7-d2b4e9f0a51c"",""deviceId"":8814,""deviceName"":""SM-S928B-praghavan"",""platform"":""Android"",""osVersion"":""15"",""manufacturer"":""Samsung"",""model"":""SM-S928B"",""imei"":""354441882210933"",""user"":{""userId"":""praghavan"",""displayName"":""Priya Raghavan"",""emailAddress"":""priya.raghavan@example.net"",""principal"":""praghavan@example.net""},""policyName"":""Android - Rooted Device Detection"",""violation"":{""type"":""COMPROMISED_DEVICE"",""detail"":""Magisk root management binary detected at /data/adb/magisk"",""detectedAt"":""2026-07-26T09:14:01.882Z""},""complianceAction"":""QUARANTINE"",""quarantineStatus"":""ACTIVE"",""registrationStatus"":""ACTIVE_QUARANTINED"",""lastCheckin"":""2026-07-26T09:13:44Z"",""clientVersion"":""12.4.0""}"
monday-com,"{""event"":{""app"":""monday"",""type"":""update_column_value"",""triggerTime"":""2026-08-04T15:39:02.184Z"",""subscriptionId"":418273904,""userId"":41827390,""originalTriggerUuid"":null,""boardId"":8827104651,""pulseId"":1284192046,""pulseName"":""Ship checkout 4.12.0"",""groupId"":""topics"",""groupName"":""In Progress"",""groupColor"":""#579bfc"",""isTopGroup"":true,""columnId"":""status"",""columnType"":""color"",""columnTitle"":""Status"",""value"":{""label"":{""index"":1,""text"":""Done"",""style"":{""color"":""#00c875""},""is_done"":true},""post_id"":null},""previousValue"":{""label"":{""index"":0,""text"":""Working on it"",""style"":{""color"":""#fdab3d""},""is_done"":false}},""changedAt"":1786036742.184,""triggerUuid"":""9c1e7f3a2b845d0671ab34cd82ef5091""}}"
monday-com,"{""event"":{""app"":""monday"",""type"":""board_permission_change_failed"",""userId"":8814471,""triggerTime"":""2026-07-26T09:14:02.771Z"",""subscriptionId"":441882,""boardId"":9184472109,""boardName"":""Payments Delivery"",""pulseId"":null,""columnId"":null,""accountId"":4471882,""isTopGroup"":false},""error"":{""code"":""UNAUTHORIZED_FIELD"",""message"":""Not authorized to change board permissions. Only board owners or account admins may modify subscribers."",""statusCode"":403,""requestId"":""9f81c3ad-2b74-e560-a1c7-d2b4e9f0a51c""},""actor"":{""id"":8814471,""name"":""Contractor Dev"",""email"":""contractor@example.net"",""isAdmin"":false,""isGuest"":true},""attemptedChange"":{""field"":""subscribers"",""addUserIds"":[8814471],""permission"":""edit""},""ipAddress"":""91.219.238.11""}"
mongodb,"{""t"":{""$date"":""2026-08-04T14:52:31.402+00:00""},""s"":""I"",""c"":""COMMAND"",""id"":51803,""ctx"":""conn48127"",""msg"":""Slow query"",""attr"":{""type"":""command"",""ns"":""orders.invoices"",""command"":{""find"":""invoices"",""filter"":{""accountId"":8812,""status"":""open""},""sort"":{""createdAt"":-1},""limit"":25,""$db"":""orders""},""planSummary"":""IXSCAN { accountId: 1, createdAt: -1 }"",""keysExamined"":118,""docsExamined"":25,""nreturned"":25,""numYields"":0,""queryHash"":""9C1E7F3A"",""planCacheKey"":""2B845D06"",""reslen"":18412,""locks"":{""Global"":{""acquireCount"":{""r"":2}}},""readConcern"":{""level"":""local"",""provenance"":""implicitDefault""},""storage"":{},""remote"":""10.32.14.87:48122"",""protocol"":""op_msg"",""durationMillis"":118}}"
mongodb,"{""t"":{""$date"":""2026-07-29T18:12:07.441+00:00""},""s"":""W"",""c"":""COMMAND"",""id"":51803,""ctx"":""conn88441"",""msg"":""Slow query"",""attr"":{""type"":""command"",""ns"":""orders.order_items"",""command"":{""find"":""order_items"",""filter"":{""sku"":{""$regex"":""SKU-4471""}},""limit"":100,""$db"":""orders""},""planSummary"":""COLLSCAN"",""keysExamined"":0,""docsExamined"":4418822,""nreturned"":0,""queryHash"":""9F81C3AD"",""planCacheKey"":""2B74E560"",""numYields"":34521,""reslen"":231,""locks"":{""FeatureCompatibilityVersion"":{""acquireCount"":{""r"":34522}},""Global"":{""acquireCount"":{""r"":34522}}},""readConcern"":{""level"":""local"",""provenance"":""implicitDefault""},""remote"":""10.11.204.87:52410"",""protocol"":""op_msg"",""durationMillis"":18442}}"
mqtt-mosquitto,"{""timestamp"":1786034731,""level"":""notice"",""message"":""New client connected from 10.44.18.201:52104 as sensor-gw-0412 (p2, c1, k60, u'edge-gateway')"",""client_id"":""sensor-gw-0412"",""username"":""edge-gateway"",""remote_addr"":""10.44.18.201"",""remote_port"":52104,""protocol_version"":5,""clean_session"":true,""keepalive"":60,""broker"":""mosquitto-prod-01"",""version"":""2.0.18""}"
mqtt-mosquitto,"{""timestamp"":1783245119,""level"":""warning"",""message"":""Client fleet-gw-0417 disconnected due to protocol error."",""client_id"":""fleet-gw-0417"",""username"":""fleet-device"",""remote_addr"":""98.207.144.31"",""remote_port"":54118,""protocol_version"":5,""reason_code"":130,""reason"":""protocol_error"",""topic"":""fleet/0417/telemetry"",""qos"":1,""keepalive"":60,""clean_start"":false,""session_present"":true,""messages_dropped"":18,""bytes_received"":41882,""mosquitto_version"":""2.0.18"",""listener"":8883,""tls"":true}"
mysql,"{""timestamp"":""2026-08-04T14:50:02.184291Z"",""thread_id"":48127,""query_id"":9182736,""user"":""app_writer"",""host"":""checkout-api.internal"",""ip"":""10.32.14.87"",""db"":""orders"",""command_class"":""select"",""sql_text"":""SELECT id, total_cents, status FROM invoices WHERE account_id = 8812 ORDER BY created_at DESC LIMIT 25"",""query_time_us"":41882,""lock_time_us"":112,""rows_sent"":25,""rows_examined"":118,""status"":0,""connection_type"":""SSL/TLS"",""server_version"":""8.4.2""}"
mysql,"{""ts"":""2026-07-13T08:02:44.331882Z"",""thread_id"":88441,""log_type"":""error"",""subsystem"":""InnoDB"",""err_code"":""MY-013183"",""severity"":""Warning"",""msg"":""InnoDB: Difficult to find free blocks in the buffer pool (21 search iterations)! 0 failed attempts to flush a page! Consider increasing innodb_buffer_pool_size."",""host"":""prod-mysql-01"",""port"":3306,""user"":""orders_app"",""db"":""orders"",""query_time"":18.4419,""lock_time"":12.0028,""rows_sent"":0,""rows_examined"":4418822,""sql_text"":""SELECT * FROM order_items WHERE sku LIKE '%SKU-4471%'"",""slow_query"":true,""error_number"":1205,""sql_state"":""HY000"",""error_message"":""Lock wait timeout exceeded; try restarting transaction""}"
nats,"{""time"":""2026-08-04T15:04:31.402841Z"",""level"":""INFO"",""msg"":""Connection established"",""cid"":418273,""client_id"":""NCXK7PL9MZV2QR8ZX1QW4ER7TY0UIOPASDF2GHJK"",""name"":""checkout-api"",""account"":""ACME"",""server_id"":""NDJ9C1E7F3A2B845D0671AB34CD82EF5091"",""server_name"":""nats-prod-02"",""cluster"":""acme-prod"",""remote_addr"":""10.32.14.87:48122"",""tls_version"":""1.3"",""protocol"":1,""jetstream"":true,""subscriptions"":6}"
